client_no,age,gender,edu,marital,card_type
2379,45,M,Uneducated,Single,Silver
2380,42,F,College,Single,Blue
2381,51,M,Graduate,Single,Silver
2382,42,F,Graduate,Unknown,Blue
2383,52,M,Unknown,Single,Blue
2384,59,M,Uneducated,Married,Blue
2385,41,F,High School,Married,Blue
2386,65,M,Graduate,Single,Blue
2387,52,F,Graduate,Married,Blue
2388,36,F,Uneducated,Married,Blue
2389,48,F,High School,Married,Blue
2390,45,F,High School,Divorced,Blue
2391,48,M,College,Married,Blue
2392,52,M,Graduate,Married,Blue
2393,39,F,Uneducated,Married,Blue
2394,34,F,Graduate,Married,Blue
2395,43,M,Graduate,Married,Blue
2396,37,F,Graduate,Single,Blue
2397,45,F,High School,Divorced,Blue
2398,56,F,College,Married,Blue
2399,56,F,Uneducated,Single,Blue
2400,47,F,Graduate,Single,Blue
2401,40,F,Graduate,Married,Blue
2402,40,F,Unknown,Married,Blue
2403,49,M,Unknown,Married,Blue
2404,50,F,Graduate,Married,Blue
2405,57,F,High School,Single,Blue
2406,56,F,High School,Married,Blue
2407,39,M,Graduate,Married,Blue
2408,32,F,High School,Divorced,Blue
2409,60,M,Uneducated,Married,Blue
2410,52,F,Uneducated,Married,Blue
2411,39,F,Graduate,Married,Blue
2412,37,M,Uneducated,Married,Blue
2413,62,M,Graduate,Single,Blue
2414,39,M,Uneducated,Married,Blue
2415,59,F,College,Married,Blue
2416,41,M,Post-Graduate,Married,Blue
2417,51,F,Unknown,Single,Blue
2418,49,F,Uneducated,Married,Blue
2419,46,M,High School,Single,Blue
2420,40,F,Uneducated,Married,Blue
2421,38,M,Uneducated,Single,Blue
2422,55,F,Uneducated,Married,Blue
2423,50,M,College,Single,Silver
2424,41,F,College,Divorced,Blue
2425,41,M,Uneducated,Married,Gold
2426,45,M,High School,Divorced,Blue
2427,47,F,Graduate,Unknown,Blue
2428,55,M,High School,Divorced,Blue
2429,51,F,High School,Married,Blue
2430,64,F,Graduate,Single,Blue
2431,39,F,High School,Unknown,Blue
2432,49,F,Unknown,Single,Blue
2433,50,F,Post-Graduate,Married,Blue
2434,56,F,Graduate,Unknown,Blue
2435,46,F,Graduate,Married,Blue
2436,42,F,Doctorate,Single,Blue
2437,57,F,Graduate,Married,Blue
2438,51,M,Graduate,Married,Blue
2439,54,F,Uneducated,Single,Blue
2440,60,M,Uneducated,Married,Blue
2441,56,F,Graduate,Single,Blue
2442,35,F,Uneducated,Single,Blue
2443,45,M,Unknown,Single,Blue
2444,53,M,Graduate,Single,Blue
2445,48,M,Graduate,Married,Blue
2446,49,M,High School,Married,Gold
2447,31,M,Uneducated,Married,Blue
2448,55,M,Post-Graduate,Married,Blue
2449,43,F,High School,Single,Blue
2450,50,M,Graduate,Married,Blue
2451,44,F,Graduate,Unknown,Blue
2452,39,M,Unknown,Single,Blue
2453,45,M,Uneducated,Married,Blue
2454,45,F,Graduate,Unknown,Blue
2455,47,M,High School,Married,Blue
2456,40,M,Uneducated,Single,Blue
2457,47,F,College,Single,Blue
2458,44,F,College,Single,Blue
2459,53,F,Graduate,Single,Blue
2460,35,M,High School,Married,Blue
2461,53,F,Graduate,Married,Blue
2462,50,F,Post-Graduate,Divorced,Blue
2463,43,M,Graduate,Single,Blue
2464,55,F,Graduate,Married,Blue
2465,44,F,Unknown,Single,Blue
2466,49,F,Unknown,Married,Blue
2467,55,M,Unknown,Single,Blue
2468,51,F,Unknown,Married,Blue
2469,51,F,Uneducated,Single,Blue
2470,49,F,Graduate,Single,Blue
2471,37,M,Uneducated,Single,Blue
2472,44,F,Uneducated,Married,Silver
2473,36,M,Unknown,Single,Blue
2474,45,M,Graduate,Single,Silver
2475,43,M,Graduate,Married,Blue
2476,39,M,Unknown,Single,Blue
2477,51,F,Post-Graduate,Married,Silver
2478,42,M,Doctorate,Single,Blue
2479,48,F,Graduate,Married,Blue
2480,54,F,Unknown,Married,Blue
2481,48,M,Graduate,Married,Gold
2482,46,M,High School,Single,Blue
2483,48,F,Uneducated,Married,Blue
2484,50,M,Graduate,Married,Blue
2485,64,F,Graduate,Single,Blue
2486,36,F,Uneducated,Unknown,Blue
2487,33,F,High School,Single,Blue
2488,45,F,Uneducated,Married,Blue
2489,63,F,Graduate,Married,Blue
2490,51,M,Unknown,Married,Blue
2491,47,M,Doctorate,Unknown,Blue
2492,55,F,High School,Single,Blue
2493,43,F,Unknown,Single,Blue
2494,58,M,Graduate,Married,Blue
2495,56,F,College,Single,Blue
2496,57,F,Uneducated,Single,Silver
2497,55,M,High School,Married,Blue
2498,33,M,Graduate,Divorced,Blue
2499,44,F,College,Married,Silver
2500,47,M,Doctorate,Divorced,Blue
2501,43,F,Unknown,Married,Blue
2502,32,M,College,Unknown,Blue
2503,51,F,Doctorate,Single,Blue
2504,42,M,Graduate,Single,Blue
2505,44,F,Graduate,Married,Silver
2506,53,M,Uneducated,Married,Blue
2507,58,F,Unknown,Single,Blue
2508,40,F,High School,Married,Blue
2509,37,M,High School,Single,Blue
2510,40,F,Graduate,Single,Blue
2511,51,F,Graduate,Married,Silver
2512,40,M,Graduate,Single,Blue
2513,40,M,High School,Married,Blue
2514,47,F,Graduate,Married,Blue
2515,59,F,Unknown,Married,Blue
2516,54,F,Graduate,Single,Blue
2517,43,F,Graduate,Married,Blue
2518,37,F,College,Married,Blue
2519,40,F,Graduate,Divorced,Blue
2520,54,F,Unknown,Single,Blue
2521,50,F,Unknown,Married,Blue
2522,47,M,High School,Single,Blue
2523,47,F,Uneducated,Single,Blue
2524,41,F,High School,Married,Blue
2525,55,F,College,Single,Silver
2526,39,F,College,Married,Blue
2527,53,F,Doctorate,Single,Blue
2528,46,F,Doctorate,Single,Blue
2529,64,M,Graduate,Single,Blue
2530,57,F,College,Married,Blue
2531,53,F,Graduate,Single,Blue
2532,46,M,Graduate,Married,Blue
2533,63,M,Graduate,Single,Blue
2534,45,M,College,Married,Blue
2535,55,M,Graduate,Married,Blue
2536,61,M,High School,Single,Blue
2537,40,F,College,Unknown,Blue
2538,50,M,Uneducated,Married,Blue
2539,65,F,High School,Married,Blue
2540,42,M,Graduate,Married,Blue
2541,52,M,High School,Single,Blue
2542,48,F,Unknown,Divorced,Blue
2543,54,F,Graduate,Unknown,Blue
2544,43,F,Graduate,Married,Blue
2545,44,M,Graduate,Married,Blue
2546,51,M,Graduate,Single,Blue
2547,60,F,Unknown,Unknown,Blue
2548,37,M,Uneducated,Single,Blue
2549,44,F,Uneducated,Single,Blue
2550,56,F,Graduate,Single,Blue
2551,54,F,Unknown,Single,Blue
2552,42,M,Graduate,Married,Silver
2553,51,M,High School,Single,Blue
2554,51,F,Graduate,Married,Blue
2555,51,F,Unknown,Married,Blue
2556,41,F,High School,Married,Blue
2557,43,M,College,Married,Blue
2558,58,F,High School,Married,Blue
2559,26,M,High School,Single,Blue
2560,53,M,High School,Divorced,Blue
2561,44,M,High School,Married,Blue
2562,58,F,Uneducated,Single,Blue
2563,43,F,Unknown,Married,Blue
2564,44,F,High School,Divorced,Blue
2565,40,F,High School,Single,Blue
2566,44,F,Unknown,Married,Blue
2567,38,F,Graduate,Single,Gold
2568,46,M,Graduate,Single,Blue
2569,46,M,High School,Single,Silver
2570,53,M,College,Married,Blue
2571,30,M,Unknown,Married,Blue
2572,51,M,Unknown,Married,Blue
2573,42,F,Uneducated,Single,Blue
2574,44,F,Uneducated,Married,Blue
2575,31,M,Unknown,Married,Blue
2576,50,F,Unknown,Single,Blue
2577,55,F,High School,Married,Blue
2578,38,M,College,Married,Blue
2579,43,F,Graduate,Married,Blue
2580,56,M,College,Married,Blue
2581,38,F,Uneducated,Married,Blue
2582,49,M,Unknown,Unknown,Blue
2583,58,M,Uneducated,Single,Blue
2584,54,F,Unknown,Married,Blue
2585,38,M,Unknown,Single,Silver
2586,54,M,High School,Married,Blue
2587,65,F,High School,Married,Blue
2588,41,M,High School,Single,Blue
2589,50,M,Graduate,Single,Blue
2590,51,F,High School,Married,Blue
2591,35,F,High School,Unknown,Blue
2592,44,F,College,Single,Blue
2593,55,M,Graduate,Single,Blue
2594,40,F,Uneducated,Married,Blue
2595,49,F,Graduate,Unknown,Blue
2596,56,M,High School,Single,Blue
2597,32,F,High School,Single,Silver
2598,54,F,Graduate,Married,Blue
2599,49,F,Unknown,Single,Blue
2600,38,F,Unknown,Married,Blue
2601,38,F,High School,Married,Blue
2602,57,F,High School,Single,Blue
2603,65,F,Unknown,Single,Blue
2604,46,F,College,Single,Blue
2605,54,M,Unknown,Married,Blue
2606,44,F,Graduate,Married,Blue
2607,57,F,College,Single,Blue
2608,32,F,Uneducated,Single,Blue
2609,56,F,Graduate,Single,Blue
2610,55,F,Doctorate,Married,Blue
2611,53,M,High School,Married,Blue
2612,39,F,High School,Married,Blue
2613,58,F,High School,Single,Blue
2614,42,F,Unknown,Married,Blue
2615,46,M,Uneducated,Married,Blue
2616,54,F,College,Married,Blue
2617,59,F,Unknown,Single,Blue
2618,37,M,Graduate,Married,Blue
2619,37,F,High School,Married,Blue
2620,42,M,Graduate,Married,Silver
2621,57,F,Doctorate,Single,Blue
2622,26,M,Uneducated,Single,Blue
2623,42,F,Graduate,Married,Blue
2624,40,M,Graduate,Single,Silver
2625,43,F,High School,Married,Blue
2626,59,M,Graduate,Single,Blue
2627,36,M,Graduate,Single,Blue
2628,52,M,Graduate,Married,Blue
2629,64,F,Unknown,Married,Blue
2630,38,F,Uneducated,Single,Blue
2631,65,F,High School,Married,Blue
2632,42,M,Graduate,Single,Blue
2633,45,F,Unknown,Married,Blue
2634,45,F,Doctorate,Single,Blue
2635,33,M,Graduate,Divorced,Blue
2636,55,M,Unknown,Single,Blue
2637,34,M,Graduate,Married,Blue
2638,43,F,High School,Married,Blue
2639,42,F,High School,Married,Blue
2640,34,M,Graduate,Married,Blue
2641,39,M,Uneducated,Married,Silver
2642,65,M,Unknown,Single,Blue
2643,51,F,Uneducated,Unknown,Blue
2644,51,F,Uneducated,Married,Blue
2645,43,F,Uneducated,Married,Blue
2646,50,F,College,Married,Blue
2647,62,M,Uneducated,Single,Blue
2648,39,F,Uneducated,Single,Blue
2649,46,F,Unknown,Married,Blue
2650,26,M,High School,Single,Blue
2651,38,M,Graduate,Unknown,Blue
2652,53,F,College,Single,Blue
2653,43,M,High School,Married,Silver
2654,44,M,Graduate,Married,Blue
2655,41,F,Post-Graduate,Married,Blue
2656,42,M,College,Single,Blue
2657,46,M,Uneducated,Married,Silver
2658,45,F,Graduate,Single,Blue
2659,45,F,Graduate,Single,Blue
2660,45,F,Uneducated,Married,Silver
2661,53,M,Unknown,Married,Blue
2662,37,M,Unknown,Single,Blue
2663,37,F,Graduate,Single,Blue
2664,42,M,Uneducated,Married,Blue
2665,46,F,Doctorate,Single,Blue
2666,54,F,High School,Married,Blue
2667,53,F,Doctorate,Married,Blue
2668,36,F,Graduate,Single,Blue
2669,52,M,Post-Graduate,Divorced,Blue
2670,48,M,Graduate,Divorced,Blue
2671,53,M,High School,Single,Blue
2672,57,F,Doctorate,Single,Blue
2673,49,M,Graduate,Married,Blue
2674,53,M,Graduate,Married,Blue
2675,55,M,Graduate,Single,Blue
2676,64,F,Unknown,Married,Blue
2677,52,M,Uneducated,Single,Blue
2678,55,F,College,Married,Blue
2679,47,F,Graduate,Married,Blue
2680,53,M,High School,Married,Blue
2681,40,M,Unknown,Single,Blue
2682,61,M,Uneducated,Married,Blue
2683,41,M,High School,Married,Blue
2684,32,M,College,Single,Blue
2685,48,M,Graduate,Single,Blue
2686,47,F,Unknown,Single,Blue
2687,54,M,Graduate,Married,Blue
2688,36,M,Post-Graduate,Married,Blue
2689,60,F,College,Married,Blue
2690,37,F,Graduate,Married,Blue
2691,35,M,Uneducated,Married,Blue
2692,49,M,Uneducated,Unknown,Blue
2693,46,M,Post-Graduate,Single,Blue
2694,61,F,High School,Single,Blue
2695,54,M,Unknown,Married,Blue
2696,42,M,Unknown,Married,Blue
2697,43,F,High School,Single,Blue
2698,45,M,Graduate,Divorced,Blue
2699,54,F,Post-Graduate,Single,Blue
2700,42,F,High School,Single,Blue
2701,41,F,Uneducated,Married,Blue
2702,30,M,Post-Graduate,Married,Blue
2703,41,F,High School,Married,Blue
2704,52,M,Graduate,Married,Blue
2705,30,M,Graduate,Single,Blue
2706,50,M,Unknown,Single,Blue
2707,34,M,Uneducated,Single,Blue
2708,42,F,Post-Graduate,Single,Blue
2709,63,F,High School,Married,Blue
2710,47,M,Unknown,Single,Blue
2711,49,M,College,Single,Blue
2712,53,F,Graduate,Single,Blue
2713,43,F,Graduate,Married,Silver
2714,42,F,High School,Single,Blue
2715,54,F,Unknown,Single,Blue
2716,52,F,Unknown,Single,Blue
2717,37,M,Graduate,Divorced,Blue
2718,54,F,Post-Graduate,Single,Silver
2719,32,F,High School,Married,Blue
2720,42,F,Uneducated,Single,Blue
2721,38,F,High School,Married,Blue
2722,57,F,College,Single,Blue
2723,28,M,High School,Single,Blue
2724,62,F,High School,Unknown,Blue
2725,49,F,High School,Single,Silver
2726,44,M,Graduate,Unknown,Gold
2727,48,M,Post-Graduate,Married,Blue
2728,32,F,Graduate,Single,Blue
2729,45,M,Post-Graduate,Married,Blue
2730,49,M,Unknown,Married,Blue
2731,45,M,Uneducated,Married,Blue
2732,51,M,College,Married,Blue
2733,62,F,Graduate,Single,Blue
2734,39,F,Post-Graduate,Married,Blue
2735,26,F,College,Single,Blue
2736,38,M,Graduate,Married,Blue
2737,42,M,Graduate,Single,Blue
2738,46,F,Graduate,Divorced,Blue
2739,58,F,High School,Married,Blue
2740,30,F,Graduate,Single,Blue
2741,37,M,Graduate,Single,Blue
2742,59,F,High School,Single,Blue
2743,28,F,College,Married,Blue
2744,42,M,Unknown,Married,Blue
2745,46,F,High School,Married,Blue
2746,42,F,Post-Graduate,Married,Blue
2747,49,F,High School,Divorced,Blue
2748,42,F,High School,Married,Blue
2749,40,F,Graduate,Married,Blue
2750,41,F,Graduate,Married,Blue
2751,61,F,Graduate,Single,Blue
2752,46,M,High School,Married,Blue
2753,49,M,Unknown,Married,Blue
2754,45,M,Unknown,Divorced,Silver
2755,35,M,High School,Married,Blue
2756,49,F,Uneducated,Unknown,Blue
2757,48,F,High School,Single,Blue
2758,47,M,High School,Divorced,Blue
2759,35,F,Graduate,Single,Blue
2760,45,F,Uneducated,Single,Blue
2761,48,M,Graduate,Married,Blue
2762,45,M,High School,Married,Silver
2763,45,F,Doctorate,Married,Silver
2764,54,M,Graduate,Single,Blue
2765,55,F,Graduate,Married,Blue
2766,40,F,Graduate,Single,Blue
2767,45,F,Graduate,Unknown,Blue
2768,39,F,Graduate,Divorced,Blue
2769,40,M,High School,Single,Blue
2770,51,M,Graduate,Single,Blue
2771,40,M,Unknown,Single,Silver
2772,44,M,Unknown,Married,Blue
2773,46,F,High School,Married,Blue
2774,47,M,College,Married,Blue
2775,36,F,Uneducated,Single,Silver
2776,41,M,Graduate,Married,Blue
2777,44,M,Post-Graduate,Married,Blue
2778,52,F,Graduate,Married,Blue
2779,61,M,Uneducated,Single,Blue
2780,34,F,Graduate,Married,Blue
2781,49,M,High School,Single,Blue
2782,49,M,Unknown,Married,Blue
2783,55,F,College,Married,Blue
2784,43,F,College,Unknown,Blue
2785,48,F,Graduate,Married,Blue
2786,61,M,Uneducated,Married,Blue
2787,50,F,Graduate,Single,Blue
2788,59,M,Graduate,Single,Blue
2789,36,F,College,Single,Blue
2790,47,M,High School,Divorced,Blue
2791,53,F,College,Single,Blue
2792,39,F,College,Married,Blue
2793,47,M,Uneducated,Single,Blue
2794,29,M,Graduate,Divorced,Silver
2795,58,M,Graduate,Married,Blue
2796,38,F,Doctorate,Married,Blue
2797,42,M,Doctorate,Unknown,Blue
2798,56,M,Graduate,Married,Blue
2799,44,M,High School,Married,Blue
2800,65,M,College,Married,Blue
2801,46,M,Doctorate,Unknown,Gold
2802,48,F,High School,Single,Blue
2803,39,F,College,Single,Blue
2804,48,F,High School,Unknown,Blue
2805,31,M,Graduate,Single,Blue
2806,47,M,Graduate,Divorced,Blue
2807,26,M,College,Single,Blue
2808,45,M,Graduate,Unknown,Blue
2809,43,M,Graduate,Unknown,Blue
2810,56,F,High School,Unknown,Blue
2811,36,F,Graduate,Married,Blue
2812,34,M,High School,Single,Blue
2813,54,F,Uneducated,Married,Blue
2814,50,F,Unknown,Single,Blue
2815,34,F,Graduate,Unknown,Blue
2816,54,F,College,Single,Blue
2817,43,F,High School,Single,Blue
2818,45,M,Unknown,Single,Silver
2819,44,M,High School,Unknown,Blue
2820,41,M,Graduate,Unknown,Silver
2821,39,M,College,Single,Blue
2822,47,M,Unknown,Married,Blue
2823,58,M,Doctorate,Single,Blue
2824,36,M,College,Single,Blue
2825,46,M,Graduate,Married,Blue
2826,51,F,Graduate,Single,Blue
2827,48,F,College,Married,Blue
2828,40,M,Uneducated,Divorced,Blue
2829,40,F,Unknown,Single,Blue
2830,41,M,Graduate,Single,Blue
2831,36,F,Uneducated,Married,Blue
2832,43,F,High School,Married,Blue
2833,43,F,Graduate,Married,Blue
2834,44,F,Uneducated,Single,Blue
2835,36,F,Uneducated,Single,Blue
2836,50,M,Unknown,Married,Blue
2837,49,M,Graduate,Married,Blue
2838,46,F,College,Divorced,Blue
2839,54,F,Unknown,Married,Blue
2840,47,M,Post-Graduate,Single,Blue
2841,40,F,Uneducated,Married,Blue
2842,46,M,High School,Single,Blue
2843,43,M,Unknown,Married,Silver
2844,46,F,High School,Married,Blue
2845,58,M,College,Married,Blue
2846,35,F,Uneducated,Married,Blue
2847,34,F,Graduate,Single,Blue
2848,43,M,High School,Married,Blue
2849,45,F,Graduate,Single,Blue
2850,44,F,Graduate,Married,Blue
2851,49,M,High School,Married,Blue
2852,46,F,Graduate,Divorced,Blue
2853,44,F,High School,Single,Blue
2854,45,M,Unknown,Married,Blue
2855,53,F,College,Married,Blue
2856,49,M,Graduate,Single,Blue
2857,37,F,High School,Single,Blue
2858,53,F,Uneducated,Single,Blue
2859,40,F,Graduate,Unknown,Blue
2860,65,F,Graduate,Married,Blue
2861,30,F,Unknown,Single,Blue
2862,39,M,Uneducated,Single,Blue
2863,60,F,Graduate,Single,Blue
2864,56,F,High School,Married,Blue
2865,47,M,Unknown,Single,Blue
2866,44,F,College,Married,Blue
2867,58,M,High School,Unknown,Blue
2868,56,M,Unknown,Single,Blue
2869,46,F,College,Divorced,Blue
2870,31,F,Uneducated,Single,Blue
2871,60,M,Unknown,Single,Blue
2872,46,M,Uneducated,Single,Blue
2873,50,M,Doctorate,Divorced,Blue
2874,36,F,High School,Single,Blue
2875,31,F,Graduate,Divorced,Blue
2876,41,F,Graduate,Married,Blue
2877,50,F,High School,Divorced,Blue
2878,45,M,College,Divorced,Blue
2879,44,F,Graduate,Married,Blue
2880,38,M,Graduate,Single,Blue
2881,59,M,Doctorate,Single,Blue
2882,42,F,Unknown,Married,Blue
2883,29,M,Post-Graduate,Married,Blue
2884,41,M,Uneducated,Married,Blue
2885,38,F,Uneducated,Single,Blue
2886,51,F,Uneducated,Divorced,Blue
2887,46,F,High School,Married,Blue
2888,47,M,Uneducated,Single,Blue
2889,55,F,Post-Graduate,Married,Blue
2890,51,M,Unknown,Married,Blue
2891,37,M,Graduate,Single,Blue
2892,52,F,Unknown,Single,Blue
2893,33,F,Unknown,Single,Silver
2894,43,M,Post-Graduate,Single,Blue
2895,43,M,High School,Unknown,Blue
2896,42,F,Graduate,Single,Blue
2897,40,F,Unknown,Single,Blue
2898,46,M,Graduate,Married,Blue
2899,48,F,Unknown,Divorced,Blue
2900,52,F,High School,Single,Blue
2901,36,F,College,Single,Blue
2902,40,F,Doctorate,Married,Blue
2903,48,M,Post-Graduate,Divorced,Blue
2904,53,F,Graduate,Married,Blue
2905,38,F,Uneducated,Single,Blue
2906,27,M,High School,Divorced,Blue
2907,35,F,Graduate,Married,Blue
2908,35,M,Uneducated,Married,Blue
2909,41,F,Uneducated,Married,Blue
2910,57,F,Uneducated,Married,Blue
2911,61,M,High School,Single,Blue
2912,41,M,Graduate,Single,Blue
2913,46,M,Graduate,Single,Blue
2914,47,M,Graduate,Married,Blue
2915,41,F,High School,Married,Blue
2916,29,F,Post-Graduate,Single,Gold
2917,48,F,High School,Married,Blue
2918,55,M,High School,Married,Blue
2919,46,F,Graduate,Single,Blue
2920,55,F,College,Unknown,Blue
2921,50,M,Unknown,Unknown,Blue
2922,46,M,Graduate,Divorced,Blue
2923,65,F,Unknown,Married,Blue
2924,48,M,High School,Married,Silver
2925,54,F,High School,Married,Blue
2926,44,M,Graduate,Divorced,Silver
2927,54,F,Graduate,Married,Blue
2928,53,M,Graduate,Single,Blue
2929,49,M,Uneducated,Single,Blue
2930,32,F,High School,Married,Blue
2931,45,M,Graduate,Single,Blue
2932,36,M,College,Married,Blue
2933,29,F,Uneducated,Divorced,Blue
2934,45,F,Unknown,Divorced,Blue
2935,52,M,High School,Single,Blue
2936,46,F,Graduate,Divorced,Blue
2937,46,F,Doctorate,Single,Blue
2938,46,F,Graduate,Single,Blue
2939,59,F,Graduate,Single,Blue
2940,49,F,Doctorate,Single,Blue
2941,42,F,Unknown,Married,Blue
2942,46,M,High School,Single,Blue
2943,28,F,Graduate,Single,Blue
2944,50,F,High School,Married,Blue
2945,38,M,Uneducated,Married,Blue
2946,52,F,Graduate,Single,Blue
2947,47,M,Graduate,Married,Blue
2948,38,F,Unknown,Single,Blue
2949,58,M,High School,Married,Blue
2950,41,M,High School,Single,Blue
2951,45,F,College,Married,Blue
2952,46,F,Post-Graduate,Single,Blue
2953,31,F,Uneducated,Divorced,Silver
2954,42,F,Graduate,Unknown,Blue
2955,44,M,Graduate,Married,Blue
2956,39,M,Uneducated,Single,Blue
2957,53,M,High School,Single,Blue
2958,50,M,Doctorate,Single,Blue
2959,51,M,Uneducated,Married,Blue
2960,42,M,High School,Single,Blue
2961,31,F,Unknown,Married,Blue
2962,43,F,High School,Married,Blue
2963,41,M,High School,Unknown,Blue
2964,65,F,High School,Married,Blue
2965,47,M,Uneducated,Unknown,Blue
2966,47,F,High School,Married,Blue
2967,49,M,Uneducated,Married,Silver
2968,36,F,Post-Graduate,Married,Blue
2969,53,M,Unknown,Married,Blue
2970,48,M,College,Single,Blue
2971,41,F,Unknown,Married,Silver
2972,41,F,High School,Single,Blue
2973,49,F,Graduate,Divorced,Blue
2974,56,F,College,Married,Blue
2975,51,F,Graduate,Single,Silver
2976,41,M,Unknown,Married,Silver
2977,62,M,Uneducated,Married,Blue
2978,48,M,High School,Married,Blue
2979,53,F,Graduate,Married,Blue
2980,61,F,Post-Graduate,Married,Blue
2981,50,M,Graduate,Divorced,Blue
2982,45,F,Uneducated,Married,Blue
2983,45,M,Unknown,Single,Blue
2984,53,M,College,Married,Silver
2985,56,M,High School,Married,Blue
2986,56,F,Uneducated,Single,Platinum
2987,49,F,High School,Married,Blue
2988,54,F,Graduate,Single,Blue
2989,45,M,High School,Single,Blue
2990,32,F,Unknown,Single,Blue
2991,55,F,Graduate,Married,Blue
2992,53,M,Unknown,Single,Blue
2993,51,M,High School,Single,Blue
2994,47,M,High School,Married,Blue
2995,59,M,Graduate,Single,Blue
2996,41,F,Unknown,Single,Blue
2997,45,M,Graduate,Divorced,Blue
2998,51,M,Post-Graduate,Unknown,Gold
2999,56,F,High School,Unknown,Blue
3000,42,M,High School,Single,Blue
3001,56,F,Graduate,Single,Blue
3002,37,M,High School,Single,Blue
3003,42,F,High School,Married,Blue
3004,40,F,Graduate,Married,Blue
3005,56,F,Unknown,Single,Blue
3006,42,F,Unknown,Single,Blue
3007,43,M,College,Unknown,Blue
3008,51,M,Unknown,Single,Blue
3009,38,M,Graduate,Married,Blue
3010,47,F,Doctorate,Single,Silver
3011,44,F,Graduate,Single,Blue
3012,53,M,Graduate,Single,Gold
